1,0, Private,215646, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,38
7993,0, Private,178136, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States,37
7994,1, Private,196554, Prof-school,15, Separated, Prof-specialty, Not-in-family, White, Male,0.0,0.0,35.0, United-States,38
7995,0, Self-emp-not-inc,403550, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,40
7996,0, Private,498216, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,35
7997,1, Self-emp-not-inc,192755, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0.0,0.0,20.0, United-States,47
7998,0, ?,53738, Some-college,10, Never-married, ?, Own-child, White, Male,0.0,0.0,60.0, United-States,20
7999,1, Private,156192, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,33
8000,0, Private,189802, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,45
8001,1, ?,213149, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0.0,1825.0,40.0, United-States,66
8002,0, Self-emp-not-inc,179171, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0.0,0.0,38.0, Germany,35
8003,0, Private,77634, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States,32
8004,0, Private,189830, Some-college,10, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,0.0,50.0, United-States,23
8005,0, Private,127190, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0.0,0.0,15.0, United-States,19
8006,0, ?,174147, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States,44
8007,0, Private,138107, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0.0,0.0,35.0, United-States,20
8008,0, Self-emp-inc,269733, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,30.0, United-States,44
8009,0, State-gov,227734, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,3464.0,0.0,40.0, United-States,41
8010,0, Private,318822, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,0.0,0.0,40.0, United-States,19
8011,0, Private,48885, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,35.0, United-States,48
8012,1, Private,205424, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,65.0, United-States,45
8013,0, Private,173858, 7th-8th,4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0.0,0.0,42.0, Cambodia,40
8014,1, Private,202450, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55.0, United-States,34
8015,0, Private,154779, Some-college,10, Never-married, Sales, Other-relative, Other, Female,0.0,0.0,40.0, United-States,20
8016,0, Private,180551, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,33
8017,0, Private,177522, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0.0,0.0,20.0, United-States,30
8018,0, Private,277328, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,32.0, Cuba,23
8019,0, Private,112584, 10th,6, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,38.0, United-States,34
8020,1, State-gov,85384, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,48
8021,0, ?,123971, 11th,7, Divorced, ?, Not-in-family, White, Female,0.0,0.0,49.0, United-States,32
8022,1, Private,69019, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States,42
8023,0, Private,112847, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,22
8024,1, Self-emp-not-inc,52900, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,42.0, United-States,60
8025,1, Private,37937, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,42
8026,0, Private,59380, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Female,0.0,0.0,55.0, United-States,45
8027,0, Private,114770, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0.0,0.0,32.0, United-States,47
8028,1, Private,216481, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,29
8029,0, Private,176469, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,38.0, United-States,34
8030,1, Private,176831, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,34
8031,0, Federal-gov,410034, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,39
8032,0, Private,93662, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,24.0, United-States,29
8033,0, Self-emp-inc,144236, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,60.0, United-States,42
8034,0, Private,240917, 11th,7, Separated, Other-service, Not-in-family, Black, Female,0.0,0.0,35.0, United-States,48
8035,1, Private,608184, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,1902.0,40.0, United-States,53
8036,0, Private,243361, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0.0,0.0,45.0, United-States,51
8037,0, Self-emp-not-inc,35166, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,90.0, United-States,44
8038,1, Self-emp-inc,182655, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,46
8039,1, Private,142717, Doctorate,16, Divorced, Craft-repair, Not-in-family, White, Female,4787.0,0.0,60.0, United-States,51
8040,0, Private,272944, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States,32
8041,0, ?,219233, HS-grad,9, Never-married, ?, Own-child, Black, Male,0.0,1602.0,30.0, United-States,22
8042,0, Private,228686, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,45.0, United-States,24
8043,0, Private,236818, Assoc-voc,11, Never-married, Prof-specialty, Unmarried, Black, Female,0.0,0.0,26.0, United-States,33
8044,0, Self-emp-not-inc,117865, HS-grad,9, Married-AF-spouse, Craft-repair, Husband, White, Male,0.0,0.0,90.0, United-States,47
8045,0, Self-emp-not-inc,106538, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States,64
8046,1, Private,153891, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,62
8047,1, Private,190909, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,52
8048,0, Private,191002, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, Poland,39
8049,0, Private,89073, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,48.0, United-States,42
8050,1, Federal-gov,238342, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7688.0,0.0,42.0, United-States,38
8051,0, Private,259532, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,55
8052,0, ?,189282, HS-grad,9, Married-civ-spouse, ?, Not-in-family, White, Female,0.0,0.0,27.0, United-States,29
8053,0, Private,132481, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,24.0, United-States,42
8054,1, Private,205659, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,50.0, Thailand,30
8055,0, Private,182323, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,32
8056,0, ?,216256, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,3464.0,0.0,30.0, United-States,36
8057,0, Federal-gov,166419, 11th,7, Never-married, Sales, Not-in-family, Black, Female,3674.0,0.0,40.0, United-States,50
8058,0, Private,152246, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,27
8059,0, Private,155659, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,47
8060,0, Private,155198, 9th,5, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,35.0, United-States,33
8061,0, Self-emp-not-inc,100931, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,48
8062,0, Private,162945, 7th-8th,4, Never-married, Other-service, Own-child, White, Male,0.0,0.0,35.0, United-States,23
8063,1, Federal-gov,334346, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,31
8064,0, Private,181597, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States,26
8065,0, Self-emp-not-inc,133969, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0.0,0.0,63.0, South,61
8066,0, Private,210217, Bachelors,13, Divorced, Sales, Unmarried, Black, Male,0.0,0.0,40.0, United-States,50
8067,1, Private,169711, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, Germany,49
8068,1, ?,300104, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,7298.0,0.0,84.0, United-States,57
8069,0, Private,271521, HS-grad,9, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,24.0, United-States,19
8070,0, Private,51255, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,15.0, United-States,18
8071,0, Self-emp-not-inc,26669, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,99.0, United-States,44
8072,0, Private,194580, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,54
8073,1, State-gov,177974, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,35
8074,0, State-gov,315640, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,20.0, China,27
8075,0, Self-emp-inc,136913, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States,50
8076,0, State-gov,230961, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,43
8077,0, Private,167062, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Male,0.0,0.0,40.0, United-States,28
8078,0, Private,120131, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,47
8079,0, Private,243368, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,50.0, Mexico,21
8080,0, Private,171876, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,30
8081,0, Private,136866, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,45.0, United-States,19
8082,0, Private,316820, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0.0,1485.0,40.0, United-States,40
8083,1, Private,185459, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,55
8084,0, ?,81761, HS-grad,9, Divorced, ?, Own-child, White, Male,0.0,0.0,20.0, United-States,67
8085,0, Private,43716, Assoc-voc,11, Divorced, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,43.0, United-States,31
8086,0, Private,220939, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,30
8087,0, ?,148657, Preschool,1, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,40.0, Mexico,54
8088,0, Federal-gov,40808, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,43.0, United-States,51
8089,0, Private,183473, HS-grad,9, Divorced, Transport-moving, Own-child, White, Female,0.0,0.0,40.0, United-States,34
8090,1, Private,108496, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,59
8091,0, Private,204838, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,38.0, United-States,50
8092,0, Private,132686, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,40.0, United-States,29
8093,0, State-gov,117906, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States,17
8094,0, Private,304386, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0.0,0.0,30.0, United-States,24
8095,0, ?,248113, Preschool,1, Married-spouse-absent, ?, Other-relative, White, Male,0.0,0.0,40.0, Mexico,52
8096,1, Private,165215, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,1902.0,18.0, United-States,39
8097,0, ?,215463, 12th,8, Never-married, ?, Own-child, White, Female,0.0,0.0,25.0, United-States,18
8098,0, Private,259719, Some-college,10, Divorced, Handlers-cleaners, Unmarried, Black, Male,0.0,0.0,40.0, Nicaragua,32
8099,0, ?,35829, Some-college,10, Divorced, ?, Unmarried, White, Female,0.0,0.0,50.0, United-States,25
8100,0, Private,248795, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,45.0, United-States,34
8101,1, Self-emp-not-inc,124692, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,40.0, United-States,44
8102,0, Local-gov,128054, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,37
8103,1, Private,179731, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,2415.0,65.0, United-States,39
8104,1, Self-emp-inc,113543, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,32
8105,0, Private,252153, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,28.0, United-States,23
8106,0, Federal-gov,45891, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Male,0.0,0.0,42.0, United-States,45
8107,0, Private,112263, 11th,7, Divorced, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,30
8108,0, Private,47791, 12th,8, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,10.0, United-States,20
8109,0, Private,202980, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,4.0, Peru,41
8110,0, Private,34918, HS-grad,9, Never-married, Sales, Own-child, White, Female,0.0,0.0,30.0, United-States,21
8111,0, Private,91251, 7th-8th,4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0.0,0.0,30.0, China,48
8112,1, Private,132996, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178.0,0.0,45.0, United-States,31
8113,0, Private,306215, Assoc-voc,11, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,34
8114,0, Private,203570, HS-grad,9, Separated, Other-service, Unmarried, Black, Male,0.0,0.0,40.0, United-States,25
8115,0, Self-emp-not-inc,355918, Bachelors,13, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,35.0, United-States,41
8116,1, Self-emp-not-inc,198841, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,35
8117,0, Private,282964, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,42
8118,1, Self-emp-not-inc,312197, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,75.0, Mexico,34
8119,0, Private,98779, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386.0,0.0,60.0, United-States,44
8120,1, Private,200246, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,32
8121,0, Private,182771, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,25
8122,0, Private,199908, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,23
8123,1, Private,172104, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Other, Male,0.0,0.0,40.0, India,36
8124,1, Self-emp-not-inc,35295, Bachelors,13, Never-married, Sales, Unmarried, White, Male,0.0,0.0,60.0, United-States,53
8125,0, Private,216858, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,52.0, United-States,27
8126,0, Private,332187, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,65.0, United-States,27
8127,0, Private,255109, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States,57
8128,0, Private,111332, 11th,7, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States,17
8129,0, Local-gov,238431, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,38.0, United-States,59
8130,0, Private,131552, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States,34
8131,0, Private,110239, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,55.0, United-States,30
8132,0, State-gov,255830, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,45.0, United-States,31
8133,0, ?,175648, 11th,7, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States,18
8134,0, Private,82998, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,30.0, United-States,23
8135,0, Private,164320, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States,19
8136,0, Self-emp-not-inc,263498, Assoc-voc,11, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States,20
8137,0, Self-emp-not-inc,162381, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,52
